magazine_key,owner_urlname,is_jointly_managed,name
mcdf9b3f4b5be,akari_seaart,True,あかりたちの初心者全力応援マガジンヽ(=´▽`=)ﾉ
md6d789a06fc4,sanagi_moon,True,【note街角占い同好会】占い部共同運営マガジン
ma08a11b23a80,hiroxkura,True,”クラ”のクローズド形式の作品集コレクション
m8fb499ecbcbb,reipichu,True,集まれ！白銀の髪同盟【共同運営マガジン】
m41a87f2be550,yume_suisho,False,共感＆学びのnote集
m152aee516b65,yume_suisho,False,1日1枚オラクルカード｜毎日にやさしいセルフケア習慣
m8216630093ec,yume_suisho,False,ゆめとルナの旅・幕間｜月の栞
m09daacbcaf14,yume_suisho,False,あなたの夢を応援したい
md94743d5a046,yume_suisho,False,ゆめとルナがゆく タロットの世界｜Pollo AIアニメ
m23133bedfef8,yume_suisho,False,Pollo AI｜動画・画像生成AI活用マガジン
m72599e845834,yume_suisho,False,【保存版】タロットで整える、やさしいセルフケア習慣
m843f37fc2521,yume_suisho,False,タロットで整える、やさしいセルフケア習慣
m025a4f26a61c,yume_suisho,False,推し活バイオリズム占い｜私の推し心と、めぐる季節
m19ac79d64c18,yume_suisho,False,ホロスコープで紐解く、あなたの本質セルフケア
m51cdca0c3c93,yume_suisho,False,心を映す「推し診断＆占いラボ」
me1729c45bf52,yume_suisho,False,心を映す「推し診断ラボ」
mb2980b6ff478,yume_suisho,False,数字とわたしを整える、数秘セルフケアのすすめ
m8901898665e1,yume_suisho,False,私とルナのタロット工房｜夜空で紡ぐ物語
md219a006fb86,yume_suisho,False,【保存版】自分を癒すオラクルカードの使い方
m6a2e035fdfaf,yume_suisho,False,自分を癒すオラクルカードの使い方マガジン
m093906ef476f,yume_suisho,False,月のサイクルで見つける、私だけの整え方
mfb1e84140e13,yume_suisho,False,【保存版】ホロスコープで紐解く、本質セルフケア
mdad20c12fd0d,yume_suisho,False,🌸わたしの推しイラスト便り
m1b302496329d,yume_suisho,False,【保存版】数字とわたしを整える、数秘セルフケア
m32202540cb30,yume_suisho,False,【保存版】月のサイクルで見つける、私だけの整え方
m87e6981ac805,yume_suisho,False,感謝のnote
m3417cfea5d84,yume_suisho,False,大人の推し活セルフケア室
mc57a829c02db,yume_suisho,False,大人の推し活モヤモヤ相談室──占いと共感で、心を整える
md73c995b9a13,yume_suisho,False,やさしい占いセルフケア便り｜占い部参加記録
mba13790b8238,yume_suisho,False,占い×推し活
mc0f4e8a67fe3,yume_suisho,False,夜空の癒し精霊｜心に灯るアートと小さな物語
m3642193cf92f,yume_suisho,False,占術 × セルフケア
m59158e3a1b41,yume_suisho,False,占術×セルフケア大全
m766b82adca65,yume_suisho,False,夜の推し占いラボ
mf1d4cf3fc6e4,yume_suisho,False,推し活がもっと愛おしくなるノート術──テンプレ＆実践ヒント集
m655d5bffce31,yume_suisho,False,有料note
mf333e9f0a5ee,yume_suisho,False,数秘術
mba2e54a0440c,yume_suisho,False,星座の占い師たちが灯す、夜の物語
mba3807e98a49,yume_suisho,False,今日の推し活占い｜あなたらしくを叶える毎日
md2618c23d452,yume_suisho,False,西洋占星術
m4cdf5dd7e0a2,yume_suisho,False,心を映す“推しキャラ”診断 ─ 12星座でわかるあなたの本音
me668c20eac8e,yume_suisho,False,タロット占い
m0c83006fe91f,yume_suisho,False,東洋占い
